27/11/2020,09:14:15.77,0.2,34.176,0.44,135.092,0.74,11,1.3,0.2v,NW WAKAYAMA PREF  A,
27/11/2020,09:16:39.41,0.09,38.589,0.25,141.291,0.48,75.3,0.7,0.9V,NORTHERN MIYAGI PREF,A
27/11/2020,09:23:00.63,0.31,33.78,1.04,141.736,0.81,12.8,2.6,2.2V,E OFF HACHIJOJIMA ISLA,ND  A
27/11/2020,09:28:42.87,0.05,35.33,0.13,133.291,0.23,8.8,0.6,0.1v,WESTERN TOTTORI PREF,A
27/11/2020,09:33:23.87,0.16,31.307,0.43,130.468,0.74,153.8,1.3,2.5V,SATSUMA PENINSULA REGI,ON  K
27/11/2020,09:46:44.78,0.12,38.618,0.23,141.907,0.27,45.3,1.2,1.0V,KINKAZAN REGION  A,
27/11/2020,09:49:07.39,0.13,38.501,0.37,144.859,0.85,28.1,1.5,2.0V,FAR E OFF NORTH HONSHU,A
27/11/2020,09:49:10.43,0.52,38.525,2.6,144.522,2.5,44,,2.4v,FAR E OFF NORTH HONSHU,k
27/11/2020,09:54:15.05,0.03,36.81,0.07,140.547,0.14,9.3,0.4,1.3V,NORTHERN IBARAKI PREF,A
27/11/2020,09:58:55.52,0.1,41.363,0.33,142.783,0.35,24,1.9,1.4v,E OFF AOMORI PREF  A,
27/11/2020,10:00:56.15,0.1,40.996,0.28,142.421,0.34,46.2,1,1.2V,E OFF AOMORI PREF  A,
