#NAME?,n Time------,#NAME?,---Lat--,#NAME?,r---Long-,#NAME?,---Dep--,DepEr,r-Mag----,-----Region----Flag--------------------
10/02/2020,01:28:03.98,0.15,42.793,0.48,141.919,0.57,12.9,2.6,1.6V,ISHIKARI DEPRESSION  K
10/02/2020,01:29:20.33,0.18,35.862,0.42,140.447,0.45,31.7,1.4,0.3V,NORTHERN CHIBA PREF  A
10/02/2020,01:32:57.86,0.14,33.779,0.33,133.624,0.34,8.1,1.8,0.0v,MID KOCHI PREF  A
10/02/2020,01:34:34.95,0.04,32.345,0.14,130.471,0.15,4.8,1.9,0.3V,SOUTHERN KUMAMOTO PREF  A
10/02/2020,01:40:57.12,0.03,36.961,0.08,140.562,0.22,9.1,0.5,0.5v,MID FUKUSHIMA PREF  A
10/02/2020,01:41:46.44,0.28,39.389,1.03,143.832,1.42,26,,2.3V,FAR E OFF SANRIKU  k
10/02/2020,01:42:02.45,0.3,35.986,1.52,139.137,1.81,155.7,2.1,1.3V,WESTERN SAITAMA PREF  A
10/02/2020,01:44:29.02,0.04,33.461,0.13,132.439,0.14,38.7,0.4,1.2V,SW EHIME PREF  A
10/02/2020,01:46:33.28,0.12,35.932,0.38,139.988,0.39,49.4,0.9,0.6V,SOUTHERN IBARAKI PREF  A
10/02/2020,01:47:50.97,0.13,39.193,0.28,142.387,0.66,28.3,1.2,1.5V,E OFF IWATE PREF  A
10/02/2020,01:48:34.51,0.08,32.727,0.18,130.666,0.31,15.2,1,0.2V,NW KUMAMOTO PREF  A
10/02/2020,01:48:42.27,0.04,33.839,0.18,135.08,0.12,14.2,0.5,0.6V,S PART OF KII CHANNEL  A
10/02/2020,01:48:42.48,0.08,32.728,0.12,130.674,0.21,10.3,0.9,0.0v,NW KUMAMOTO PREF  k
10/02/2020,01:50:43.44,0.17,36.515,0.38,141.081,0.91,37,2.1,0.9v,E OFF IBARAKI PREF  A
10/02/2020,01:51:24.99,0.09,37.777,0.27,141.721,0.59,46.9,1.4,1.5v,E OFF FUKUSHIMA PREF  A
10/02/2020,01:52:48.90,0.05,33.837,0.24,135.077,0.2,13.9,0.6,-0.2v,S PART OF KII CHANNEL  k
10/02/2020,01:54:26.18,0.02,34.898,0.09,134.653,0.07,13.2,0.3,1.1V,SW HYOGO PREF  A
10/02/2020,01:58:10.30,0.11,31.978,0.27,130.458,0.39,9.3,1.1,0.0v,NW KAGOSHIMA PREF  A
10/02/2020,01:58:22.12,0.17,38.472,0.39,142.16,0.87,29.3,2.1,2.1V,E OFF MIYAGI PREF  K
10/02/2020,02:01:08.18,0.03,33.844,0.16,135.082,0.09,14.6,0.4,0.6V,S PART OF KII CHANNEL  A
10/02/2020,02:01:35.64,0.23,37.389,0.67,141.597,1.06,28.3,2.3,1.1v,E OFF FUKUSHIMA PREF  A
10/02/2020,02:05:42.22,0.23,32.008,0.58,132.055,1.08,27.1,2.9,0.7V,HYUGANADA REGION  k
10/02/2020,02:05:47.58,0.02,34.562,0.05,134.31,0.09,13.8,0.4,1.3V,HARIMANADA SETONAIKAI  A
10/02/2020,02:07:07.39,0.04,34.561,0.07,134.31,0.16,12.5,0.6,0.3V,HARIMANADA SETONAIKAI  k
10/02/2020,02:11:06.39,0.21,35.233,0.52,137.415,0.45,11.5,1.3,-0.3v,NE AICHI PREF  a
10/02/2020,02:11:36.91,0.09,38.387,0.25,141.868,0.55,61.4,0.7,1.2V,E OFF MIYAGI PREF  A
10/02/2020,02:13:40.76,0.22,38.713,0.52,142.431,0.96,28.7,4.9,1.2V,E OFF MIYAGI PREF  k
10/02/2020,02:13:41.43,0.22,37.558,0.5,141.898,0.87,27.2,4.2,1.8V,E OFF FUKUSHIMA PREF  k
10/02/2020,02:13:57.66,0.09,33.86,0.16,134.623,0.21,9.2,0.5,-0.2v,TOKUSHIMA PREF  a
10/02/2020,02:15:30.59,0.15,40.55,0.42,139.278,0.61,13.9,2.6,1.3v,W OFF AOMORI PREF  k
10/02/2020,02:17:07.15,0.04,33.46,0.11,132.436,0.12,40.2,0.3,1.7V,SW EHIME PREF  K
10/02/2020,02:18:26.46,0.05,36.424,0.14,136.81,0.2,10.4,1,1.4V,TOYAMA GIFU BORDER REG  A
10/02/2020,02:18:58.29,0.07,36.423,0.13,136.808,0.21,11.3,0.7,0.6V,TOYAMA GIFU BORDER REG  A
10/02/2020,02:19:36.80,0.03,37.293,0.12,139.936,0.13,9.5,0.6,0.9V,WESTERN FUKUSHIMA PREF  A
10/02/2020,02:20:55.55,0.09,38.638,0.2,141.524,0.55,56.5,0.7,0.3V,NORTHERN MIYAGI PREF  k
10/02/2020,02:21:07.12,0.05,33.842,0.23,135.081,0.17,14.4,0.5,0.2v,S PART OF KII CHANNEL  A
10/02/2020,02:23:38.68,0.05,36.569,0.14,136.383,0.26,20.2,0.8,0.7V,NW OFF HOKURIKU DISTRICT  k
10/02/2020,02:24:26.80,0.07,33.52,0.23,135.485,0.17,28.8,0.5,0.6V,SOUTHERN WAKAYAMA PREF  A
10/02/2020,02:26:35.53,0.11,34.773,0.19,135.786,0.31,10.8,1.2,0.1v,KYOTO OSAKA BORDER REG  A
10/02/2020,02:27:39.67,0.15,36.404,0.32,141.042,0.84,40.2,1.3,1.2V,E OFF IBARAKI PREF  A
10/02/2020,02:28:27.34,0.02,35.513,0.12,134.464,0.1,5,1,0.4V,NORTHERN HYOGO PREF  A
10/02/2020,02:28:37.20,0.05,33.46,0.13,132.436,0.16,39.2,0.4,1.0V,SW EHIME PREF  A
10/02/2020,02:30:49.29,0.04,36.959,0.11,140.691,0.2,9.8,0.7,1.5V,EASTERN FUKUSHIMA PREF  A
10/02/2020,02:32:09.57,0.03,35.178,0.13,132.584,0.16,9.4,0.6,1.3V,SHIMANE HIROSHIMA BORDER  A
10/02/2020,02:32:12.40,0.15,37.999,0.53,141.864,0.89,44.3,1.4,1.2V,SE OFF MIYAGI PREF  A
10/02/2020,02:32:35.73,0.05,33.464,0.15,132.438,0.16,39.1,0.4,0.6V,SW EHIME PREF  A
10/02/2020,02:35:15.30,0.17,33.563,0.89,134.654,0.59,12.5,4.3,0.4v,SE OFF SHIKOKU  A
10/02/2020,02:37:02.57,0.15,36.864,0.64,140.772,1.39,87.8,1.3,1.0v,NORTHERN IBARAKI PREF  A
10/02/2020,02:45:50.14,0.09,39.542,0.2,142.163,0.56,53.8,0.6,2.2V,E OFF IWATE PREF  K
10/02/2020,02:46:16.68,0.04,33.489,0.11,132.632,0.1,38.9,0.3,0.5V,SW EHIME PREF  A
10/02/2020,02:46:18.56,0.14,35.877,0.34,140.466,0.48,36.6,1.4,1.5V,NORTHERN CHIBA PREF  A
10/02/2020,02:46:22.45,0.17,37.157,0.53,141.43,0.67,21.5,1.3,1.5V,E OFF FUKUSHIMA PREF  A
10/02/2020,02:47:16.15,0.1,36.162,0.26,137.756,0.35,7.3,1.3,-0.3V,CENTRAL NAGANO PREF  A
10/02/2020,02:52:16.77,0.05,33.466,0.13,132.436,0.14,39.3,0.4,0.7V,SW EHIME PREF  A
10/02/2020,02:52:56.20,0.03,34.218,0.12,135.098,0.11,8.5,0.4,0.2V,NW WAKAYAMA PREF  k
10/02/2020,02:55:03.09,0.11,36.921,0.27,141.376,0.59,36.3,0.9,1.6V,E OFF FUKUSHIMA PREF  K
10/02/2020,02:57:58.18,0.42,42.619,2.47,144.942,1.71,53.5,3.9,1.1v,OFF NEMURO PENINSULA  A
10/02/2020,02:58:32.00,0.24,32.587,0.76,131.171,0.93,117.7,2,1.3V,NORTHERN MIYAZAKI PREF  A
10/02/2020,02:59:58.40,0.16,37.104,0.41,141.259,0.98,43.9,1.5,1.1V,E OFF FUKUSHIMA PREF  A
10/02/2020,03:01:51.61,0.06,39.249,0.16,140.725,0.22,9,1.1,0.6V,SOUTHERN IWATE PREF  k
10/02/2020,03:04:07.70,0.08,36.17,0.19,137.76,0.22,8.1,1.1,-0.4v,CENTRAL NAGANO PREF  A
10/02/2020,03:06:55.08,0.1,38.416,0.23,141.726,0.44,8.7,1.1,1.8V,KINKAZAN REGION  K
10/02/2020,03:11:18.96,0.12,38.584,0.23,142.073,0.69,38.4,1.6,1.1V,E OFF MIYAGI PREF  A
10/02/2020,03:13:50.57,0.11,36.579,0.32,139.443,0.4,8.3,1.6,0.6V,TOCHIGI GUNMA BORDER  A
10/02/2020,03:19:36.17,0.18,38.461,0.43,142.157,0.85,24.5,2.5,1.5V,E OFF MIYAGI PREF  A
10/02/2020,03:24:27.11,0.08,36.904,0.11,140.679,0.34,9,0.5,0.0V,EASTERN FUKUSHIMA PREF  k
10/02/2020,03:25:03.27,0.16,35.756,0.44,139.666,0.41,28.5,1.4,0.5V,EASTERN SAITAMA PREF  A
10/02/2020,03:27:45.06,0.11,32.37,0.24,129.837,0.38,15.9,1.4,0.5V,W OFF AMAKUSA ISLAND  k
10/02/2020,03:29:18.19,0.05,33.08,0.19,130.486,0.16,12.7,0.5,-0.1V,NORTHERN ARIAKEKAI REG  k
10/02/2020,03:31:10.62,0.03,36.555,0.12,139.385,0.17,6.9,0.8,1.2V,TOCHIGI GUNMA BORDER  A
10/02/2020,03:37:55.36,0.39,36.391,0.55,141.667,2.19,48,,2.2V,FAR E OFF IBARAKI PREF  K
10/02/2020,03:42:03.56,0.18,38.207,0.61,142.007,1.01,41.9,1.3,1.8V,E OFF MIYAGI PREF  K
10/02/2020,03:54:44.63,0.1,35.976,0.32,139.939,0.32,40.9,0.9,1.1V,SOUTHERN IBARAKI PREF  A
10/02/2020,03:57:18.54,0.09,37.447,0.22,141.564,0.36,19.7,1.4,1.0V,E OFF FUKUSHIMA PREF  k
10/02/2020,03:58:15.53,0.13,24.028,0.41,123.013,0.48,15,,1.4V,NEAR ISHIGAKIJIMA ISLAND  k
10/02/2020,03:59:11.12,0.28,25.375,2.08,123.954,1.14,164,,2.3V,NW OFF ISHIGAKIJIMA IS  K
10/02/2020,04:01:24.93,0.04,32.725,0.1,130.611,0.19,12.2,0.6,0.3V,NW KUMAMOTO PREF  A
10/02/2020,04:03:07.35,0.15,36.378,0.34,140.931,0.79,42.5,1,1.1V,E OFF IBARAKI PREF  A
10/02/2020,04:04:17.11,0.07,36.663,0.14,140.642,0.29,10,0.6,0.5v,NORTHERN IBARAKI PREF  A
10/02/2020,04:06:25.37,0.09,36.872,0.23,140.617,0.41,8.7,1.2,0.3V,NORTHERN IBARAKI PREF  A
10/02/2020,04:06:34.02,0.09,37.767,0.23,140.061,0.21,9.6,1.4,0.6v,SOUTHERN YAMAGATA PREF  A
10/02/2020,04:06:37.56,0.31,35.645,0.93,140.589,0.59,19.2,2.4,0.7v,KUJUKURI COAST BOSO PEN  A
10/02/2020,04:14:14.57,0.15,25.978,0.57,130.93,0.65,27,,,NEAR MINAMI-DAITOJIMA IS  k
10/02/2020,04:15:53.75,0.07,32.533,0.26,130.697,0.32,6.8,1.2,0.1V,SOUTHERN KUMAMOTO PREF  A
10/02/2020,04:17:41.83,0.15,35.019,0.39,139.141,0.37,5.4,1.2,0.1v,E OFF IZU PENINSULA  A
10/02/2020,04:21:04.40,0.26,24.777,2.19,124.324,1.17,70.2,2.5,1.1v,NEAR ISHIGAKIJIMA ISLAND  A
10/02/2020,04:28:32.11,0.03,35.005,0.14,136.64,0.16,8.4,1.5,0.6V,NORTHERN MIE PREF  A
10/02/2020,04:29:41.97,0.18,35.862,0.45,140.255,0.68,33,1.2,0.3v,SOUTHERN IBARAKI PREF  A
10/02/2020,04:33:31.86,0.06,37.069,0.12,140.905,0.27,16.1,0.5,1.1V,EASTERN FUKUSHIMA PREF  A
10/02/2020,04:37:56.97,0.15,37.065,0.36,142.188,0.7,4.6,2.7,1.8v,E OFF FUKUSHIMA PREF  k
10/02/2020,04:39:22.58,0.29,40.666,0.95,143.931,1.83,59,,2.2V,FAR E OFF SANRIKU  k
10/02/2020,04:41:25.42,0.06,33.649,0.13,134.164,0.16,33.8,0.6,0.7V,TOKUSHIMA PREF  A
10/02/2020,04:42:08.14,0.08,33.221,0.13,131.022,0.13,9.7,1.2,0.1V,NORTHERN OITA PREF  k
10/02/2020,04:43:27.01,0.02,35.028,0.1,135.495,0.08,10.7,0.3,0.3V,KYOTO OSAKA BORDER REG  A
10/02/2020,04:46:54.05,0.13,38.445,0.38,141.975,0.98,39.5,1.9,0.9v,E OFF MIYAGI PREF  A
10/02/2020,04:51:28.05,0.24,31.799,0.5,132.364,1.09,30,,1.6V,HYUGANADA REGION  A
10/02/2020,04:56:03.74,0.05,35.371,0.13,136.377,0.16,16,0.6,0.2V,SHIGA GIFU BORDER REGION  A
10/02/2020,04:56:13.48,0.02,33.144,0.1,132.325,0.1,9.7,1,1.1V,BUNGO CHANNEL  A
10/02/2020,04:59:32.44,0.29,27.429,1.88,140.737,2.27,158,,3.8V,W OFF OGASAWARA  K
10/02/2020,04:59:49.98,0.05,32.643,0.16,130.667,0.2,6.8,1,0.2v,SOUTHERN KUMAMOTO PREF  A
10/02/2020,05:03:18.91,0.39,36.021,1.01,137.547,1.07,15.8,3.9,0.3v,WESTERN NAGANO PREF  a
10/02/2020,05:05:37.63,0.08,32.196,0.18,129.834,0.37,14.9,2.5,1.4v,W OFF AMAKUSA ISLAND  A
10/02/2020,05:07:55.52,0.12,38.439,0.3,141.988,0.85,37.2,1.7,0.8v,E OFF MIYAGI PREF  A
10/02/2020,05:09:20.86,0.04,33.465,0.11,132.433,0.13,39.1,0.3,0.8V,SW EHIME PREF  A
10/02/2020,05:10:54.42,0.22,39.027,0.69,142.406,1.25,35.7,4.2,1.1v,E OFF IWATE PREF  A
10/02/2020,05:13:30.05,0.14,31.963,0.4,131.87,0.95,43.7,1.8,1.0V,HYUGANADA REGION  A
10/02/2020,05:14:13.40,0.11,35.504,0.16,139.145,0.25,19.2,0.9,0.2V,EASTERN YAMANASHI PREF  A
10/02/2020,05:18:03.27,0.09,35.53,0.22,138.991,0.25,24.7,0.8,1.8V,EASTERN YAMANASHI PREF  K
10/02/2020,05:20:48.95,0.16,39.017,0.45,142.415,0.99,38.5,2.8,1.2V,E OFF IWATE PREF  A
10/02/2020,05:24:59.20,0.14,35.62,0.2,138.187,0.28,10,2.3,-0.2v,AKAISHI MOUNTAINS REG  A
10/02/2020,05:31:56.77,0.52,41.687,2.48,142.548,2.54,59,,0.9v,E OFF AOMORI PREF  A
10/02/2020,05:33:12.77,0.07,33.331,0.17,132.359,0.21,38.9,0.6,0.5v,BUNGO CHANNEL  A
10/02/2020,05:38:48.17,0.07,35.162,0.24,132.597,0.19,9.5,0.8,0.2v,SHIMANE HIROSHIMA BORDER  A
10/02/2020,05:41:36.20,0.23,35.237,0.54,138.215,0.55,27.4,1.9,0.3V,CENTRAL SHIZUOKA PREF  A
10/02/2020,05:45:07.43,0.21,42.372,0.69,142.65,0.91,11.1,2.2,1.1V,HIDAKA REGION  A
10/02/2020,05:46:19.66,0.14,39.134,0.36,142.431,0.7,33.4,1.9,1.4v,E OFF IWATE PREF  A
10/02/2020,05:52:44.74,0.08,33.508,0.25,135.278,0.25,13.6,0.8,0.9V,S PART OF KII CHANNEL  A
10/02/2020,05:56:27.38,0.27,36.892,0.48,141.462,1.4,41,,1.5V,E OFF FUKUSHIMA PREF  k
10/02/2020,06:02:14.43,0.33,35.359,0.42,135.684,0.75,8.9,4,0.0v,WESTERN FUKUI PREF  a
10/02/2020,06:03:39.14,0.19,24.685,0.73,125.163,0.55,29.4,1.9,1.5v,NEAR MIYAKOJIMA ISLAND  A
10/02/2020,06:04:25.44,0.11,30.399,0.31,131.103,0.55,32.2,0.5,2.2V,NEAR TANEGASHIMA ISLAND  K
10/02/2020,06:08:32.69,0.13,30.409,0.38,131.089,0.64,30.9,0.6,2.8V,NEAR TANEGASHIMA ISLAND  K
10/02/2020,06:12:03.59,0.2,30.4,0.47,131.112,0.93,32.6,1,1.4V,NEAR TANEGASHIMA ISLAND  A
10/02/2020,06:13:56.78,0.09,34.986,0.12,137.802,0.26,9.9,0.7,-0.5v,SW SHIZUOKA PREF  A
10/02/2020,06:15:09.42,0.36,28.745,1.16,129.605,0.67,5,,2.0v,NEAR AMAMI-OSHIMA ISLAND  K
10/02/2020,06:15:21.64,0.04,34.081,0.14,135.389,0.18,6.9,1,0.8V,NE WAKAYAMA PREF  A
10/02/2020,06:19:20.75,0.14,37.031,0.39,141.021,0.91,82.3,1.2,1.1V,E OFF FUKUSHIMA PREF  A
10/02/2020,06:19:20.93,0.16,33.342,0.38,135.495,0.5,25,1.2,0.3v,S OFF KII PENINSULA  A
10/02/2020,06:23:47.86,0.15,35.874,0.35,140.462,0.47,34.6,1.4,1.1V,NORTHERN CHIBA PREF  A
10/02/2020,06:32:40.87,0.1,39.214,0.21,142.554,0.51,30.1,1.1,1.7V,E OFF IWATE PREF  K
10/02/2020,06:34:27.00,0.03,39.994,0.11,140.538,0.17,4.7,1.5,0.7V,NORTHERN AKITA PREF  k
10/02/2020,06:34:30.55,0.09,32.295,0.18,130.464,0.23,10,1.2,0.1v,SOUTHERN KUMAMOTO PREF  A
10/02/2020,06:42:50.31,0.07,34.441,0.13,132.695,0.17,30.9,0.6,0.7V,WESTERN HIROSHIMA PREF  A
10/02/2020,06:45:59.90,0.09,36.049,0.29,140.118,0.35,59.7,0.7,0.6V,SOUTHERN IBARAKI PREF  A
10/02/2020,06:50:36.12,0.09,26.87,0.8,130.307,0.79,47,,2.2V,NEAR MINAMI-DAITOJIMA IS  k
10/02/2020,06:53:13.23,0.27,35.827,0.55,140.993,1.18,25.6,1.6,1.2V,NEAR CHOSHI CITY  A
10/02/2020,06:54:25.27,0.13,35.398,0.32,139.381,0.44,17.6,1.3,0.7V,KANAGAWA PREF  A
10/02/2020,06:59:29.97,0.09,34.712,0.21,136.182,0.35,50.2,0.7,0.7V,NORTHERN MIE PREF  A
10/02/2020,07:03:40.22,0.05,33.844,0.21,134.646,0.15,11.2,0.4,0.1V,TOKUSHIMA PREF  A
10/02/2020,07:04:18.11,0.04,33.467,0.13,132.436,0.12,38.9,0.3,0.6V,SW EHIME PREF  A
10/02/2020,07:08:49.19,0.29,24.253,0.44,123.795,0.73,17.1,2.6,0.3v,NEAR ISHIGAKIJIMA ISLAND  A
10/02/2020,07:12:06.15,0.17,43.093,3.13,143.503,2.54,108,,0.6v,TOKACHI REGION  k
10/02/2020,07:12:44.85,0.28,42.855,0.86,139.43,1.21,25.6,3,2.3V,SW OFF HOKKAIDO  K
10/02/2020,07:16:13.54,0.07,33.652,0.21,135.424,0.19,37,0.5,0.6V,SOUTHERN WAKAYAMA PREF  A
10/02/2020,07:19:53.21,0.09,32.9,0.34,130.988,0.36,9.3,1.8,0.4v,NE KUMAMOTO PREF  A
10/02/2020,07:20:51.83,0.09,24.971,0.36,124.791,0.19,0,,1.3v,NEAR MIYAKOJIMA ISLAND  A
10/02/2020,07:23:19.59,0.07,36.548,0.18,139.376,0.28,6.5,1.3,0.6V,TOCHIGI GUNMA BORDER  A
10/02/2020,07:25:08.08,0.11,31.887,0.42,129.879,0.4,8.7,1,0.9V,SW OFF KYUSHU  A
10/02/2020,07:26:14.55,0.15,35.679,0.4,139.792,0.57,113.5,1.2,1.4V,TOKYO PREF  A
10/02/2020,07:33:24.24,0.37,34.495,1.45,140.187,1.73,83.7,2.9,1.2v,FAR S OFF BOSO PENINSULA  A
10/02/2020,07:42:41.79,0.05,36.817,0.13,140.494,0.21,9.6,0.8,1.2V,MID FUKUSHIMA PREF  A
10/02/2020,07:43:00.81,0.18,32.351,3.26,134.798,7.37,29,,,S OFF KII PENINSULA  s
10/02/2020,07:45:11.27,0.09,31.977,0.29,130.469,0.4,6.5,1.5,0.1v,NW KAGOSHIMA PREF  A
10/02/2020,07:55:36.51,0.34,36.343,1.42,139.751,1.88,90.9,2.2,0.4v,SOUTHERN TOCHIGI PREF  A
10/02/2020,08:09:23.55,0.03,36.803,0.09,140.536,0.23,8.1,0.5,0.1v,NORTHERN IBARAKI PREF  A
10/02/2020,08:10:45.93,0.07,35.739,0.2,138.256,0.26,9.5,1.2,0.5V,AKAISHI MOUNTAINS REG  A
10/02/2020,08:11:29.00,0.04,35.392,0.2,133.774,0.15,6,0.5,0.0v,EASTERN TOTTORI PREF  A
10/02/2020,08:11:53.91,0.05,35.398,0.22,133.782,0.18,6.8,0.8,0.7V,EASTERN TOTTORI PREF  A
10/02/2020,08:12:28.84,0.17,31.092,0.46,131.444,0.71,24.4,1.4,1.6V,SE OFF OSUMI PEN  A
10/02/2020,08:19:58.35,0.05,36.686,0.22,139.436,0.18,5.6,0.4,-0.2v,TOCHIGI GUNMA BORDER  a
10/02/2020,08:20:38.21,0.07,42.157,0.26,144.612,0.53,39.3,1.1,3.4V,SE OFF TOKACHI  K
10/02/2020,08:20:40.56,0.03,35.394,0.16,133.774,0.11,5,0.4,-0.3v,EASTERN TOTTORI PREF  A
10/02/2020,08:21:19.15,0.12,35.405,0.6,133.785,0.46,6.1,1.1,-0.4v,EASTERN TOTTORI PREF  A
10/02/2020,08:22:44.78,0.43,35.508,0.91,139.023,1.27,18.7,2.4,0.3v,EASTERN YAMANASHI PREF  A
10/02/2020,08:23:08.20,0.08,36.719,0.11,140.606,0.35,4.7,0.7,0.4v,NORTHERN IBARAKI PREF  A
10/02/2020,08:23:52.34,0.03,34.049,0.09,133.06,0.12,13.4,0.6,1.2V,HIUCHINADA SETONAIKAI  A
10/02/2020,08:25:17.31,0.03,35.393,0.13,133.78,0.1,6.5,0.5,1.3V,EASTERN TOTTORI PREF  A
10/02/2020,08:25:44.34,0.04,33.01,0.15,131.21,0.15,10.1,0.7,1.4V,NE KUMAMOTO PREF  A
10/02/2020,08:30:37.75,0.05,33.853,0.09,134.65,0.12,11.6,0.3,0.3v,TOKUSHIMA PREF  A
10/02/2020,08:33:12.68,0.25,36.72,0.47,140.639,1.05,8.5,2.1,0.6V,NORTHERN IBARAKI PREF  A
10/02/2020,08:36:21.36,0.15,38.3,0.45,142.212,0.75,31.6,1.6,3.0V,E OFF MIYAGI PREF  K
10/02/2020,08:40:20.52,0.19,36.609,0.84,139.591,0.6,6,,-0.2v,TOCHIGI GUNMA BORDER  a
10/02/2020,08:41:14.21,0.05,35.395,0.26,133.78,0.19,4.6,0.7,0.1v,EASTERN TOTTORI PREF  A
10/02/2020,08:41:19.55,0.06,35.389,0.31,133.775,0.23,4.9,0.8,0.2v,EASTERN TOTTORI PREF  A
10/02/2020,08:45:43.87,0.27,29.231,0.94,130.551,0.73,26,,2.3v,NEAR AMAMI-OSHIMA ISLAND  A
10/02/2020,09:11:18.80,0.3,34.651,1.35,140.625,1.07,56.5,2.5,1.6v,SE OFF BOSO PENINSULA  A
10/02/2020,09:14:24.37,0.08,35.051,0.2,136.725,0.2,37.1,0.9,1.4V,CENTRAL AICHI PREF  A
10/02/2020,09:15:47.69,0.21,29.258,0.63,130.561,0.9,19,,2.5V,NEAR AMAMI-OSHIMA ISLAND  K
10/02/2020,09:18:58.24,0.16,34.065,0.37,135.18,0.65,5.2,1.9,-0.1V,NW WAKAYAMA PREF  A
10/02/2020,09:19:19.47,0.03,35.254,0.09,135.331,0.1,11.4,0.7,1.3V,MID KYOTO PREF  A
10/02/2020,09:20:45.12,0.24,35.79,0.37,140.955,0.99,21.5,1.2,1.2V,NEAR CHOSHI CITY  A
10/02/2020,09:34:10.26,0.32,34.373,0.8,139.952,1.15,38.4,2.4,1.4V,FAR S OFF BOSO PENINSULA  A
10/02/2020,09:34:26.76,0.24,36.319,0.84,137.304,1.01,262.9,2.1,2.6V,TOYAMA GIFU BORDER REG  K
10/02/2020,09:35:08.32,0.34,36.194,0.72,137.811,0.97,10.7,2.7,0.1V,CENTRAL NAGANO PREF  a
10/02/2020,09:38:34.89,0.07,32.553,0.18,131.961,0.32,36,0.7,1.6V,HYUGANADA REGION  K
10/02/2020,09:38:45.70,0.07,34.402,0.21,136.235,0.27,6.6,1.7,0.7V,SOUTHERN MIE PREF  A
10/02/2020,09:45:16.15,0.27,38.893,0.66,142.349,1.18,34,,1.1V,E OFF MIYAGI PREF  A
10/02/2020,09:48:04.12,0.03,37.772,0.1,140.055,0.15,8.4,0.8,1.4V,SOUTHERN YAMAGATA PREF  A
10/02/2020,09:52:20.89,0.19,35.865,0.46,140.458,0.61,36.9,1.6,1.3V,NORTHERN CHIBA PREF  A
10/02/2020,09:53:35.20,0.16,37.401,0.41,141.896,0.82,41,,1.4v,E OFF FUKUSHIMA PREF  A
10/02/2020,09:58:07.71,0.03,33.153,0.14,132.325,0.12,8.9,1.3,0.9v,BUNGO CHANNEL  A
10/02/2020,10:03:13.19,0.13,35.856,0.29,140.444,0.46,32.6,1.1,0.8V,NORTHERN CHIBA PREF  A
10/02/2020,10:03:24.84,0.04,33.109,0.25,131.184,0.13,5,0.7,0.5v,NE KUMAMOTO PREF  k
10/02/2020,10:09:54.30,0.02,36.871,0.07,140.589,0.16,5.1,0.6,1.3V,NORTHERN IBARAKI PREF  A
10/02/2020,10:10:20.80,0.08,36.869,0.15,140.591,0.39,5.6,1.2,0.7V,NORTHERN IBARAKI PREF  A
10/02/2020,10:11:03.46,0.05,33.536,0.15,133.989,0.18,14.7,0.6,0.5V,SE KOCHI PREF  A
10/02/2020,10:12:08.53,0.03,35.3,0.12,133.179,0.12,7.2,0.8,1.0V,WESTERN TOTTORI PREF  A
10/02/2020,10:15:05.86,0.04,35.4,0.18,133.778,0.17,4.6,0.7,,EASTERN TOTTORI PREF  A
10/02/2020,10:15:26.22,0.35,42.721,1.14,142.921,1.42,103.2,2.7,1.0V,HIDAKA MOUNTAINS REGION  A
10/02/2020,10:18:11.50,0.23,28.157,1.67,128.649,2.76,85.3,3.6,1.4V,NEAR AMAMI-OSHIMA ISLAND  k
10/02/2020,10:25:16.05,0.24,24.704,0.96,125.159,0.54,41.5,2.3,1.6V,NEAR MIYAKOJIMA ISLAND  A
10/02/2020,10:26:23.40,0.03,34.064,0.09,135.333,0.12,9.5,0.5,1.4V,NW WAKAYAMA PREF  A
10/02/2020,10:27:41.59,0.18,24.829,0.91,125.148,0.56,49.6,1.5,1.7V,NEAR MIYAKOJIMA ISLAND  K
10/02/2020,10:32:09.05,0.29,35.355,0.75,139.357,0.73,19.2,2,0.6V,KANAGAWA PREF  k
10/02/2020,10:33:07.22,0.1,35.501,0.21,139.004,0.29,20,0.7,0.7V,EASTERN YAMANASHI PREF  A
10/02/2020,10:33:33.78,0.04,34.2,0.12,135.426,0.08,5.9,0.7,0.3V,NE WAKAYAMA PREF  A
10/02/2020,10:39:24.33,0.38,37.164,1.2,142.132,1.33,23,,2.7V,E OFF FUKUSHIMA PREF  K
10/02/2020,10:39:25.13,0.03,36.871,0.08,140.582,0.17,3.7,0.8,1.2V,NORTHERN IBARAKI PREF  k
10/02/2020,10:43:15.92,0.36,26.338,3.07,126.246,1.2,10,,,NW OFF OKINAWAJIMA IS  s
10/02/2020,10:48:09.30,0.33,42.816,1.67,142.205,1.84,111.3,2.1,0.7V,KAMIKAWA-SORACHI REGION  k
10/02/2020,10:49:48.12,0.08,38.932,0.24,141.906,0.43,46.1,0.6,0.3V,KINKAZAN REGION  k
10/02/2020,10:54:31.53,0.14,35.966,0.46,140.133,0.55,60.5,0.9,0.8V,SOUTHERN IBARAKI PREF  A
10/02/2020,10:56:25.92,0.04,31.975,0.11,130.461,0.17,8.6,0.6,1.0V,NW KAGOSHIMA PREF  A
10/02/2020,11:04:46.37,0.04,32.355,0.12,130.475,0.12,10.1,0.9,2.4V,AMAKUSA REGION  K
10/02/2020,11:08:30.08,0.31,43.372,3.68,144.353,3.03,135,,1.5v,TESHIKAGA REGION  k
10/02/2020,11:14:22.79,0.06,31.977,0.16,130.456,0.28,8.2,0.7,0.4V,NW KAGOSHIMA PREF  A
